2.901982e+002	2.713955e+002	2.637111e+002	
7.066793e+002	6.803459e+002	6.695832e+002	
3.927033e+002	3.712831e+002	3.625286e+002	
7.303090e+002	7.047565e+002	6.943129e+002	
5.542181e+002	5.536794e+002	5.534590e+002	
5.529075e+002	5.524807e+002	5.523062e+002	
5.640554e+002	5.640233e+002	5.640101e+002	
5.593856e+002	5.593856e+002	5.593856e+002	
6.471384e+002	6.441413e+002	6.429165e+002	
6.658238e+002	6.628350e+002	6.616138e+002	
6.161823e+002	6.027497e+002	5.972598e+002	
7.182913e+002	7.046262e+002	6.990417e+002	
5.678935e+002	5.597374e+002	5.564197e+002	
6.399485e+002	6.317180e+002	6.283682e+002	
5.408839e+002	5.296613e+002	5.250848e+002	
4.742566e+002	4.662150e+002	4.629377e+002	
4.868841e+002	4.623122e+002	4.522865e+002	
6.958430e+002	6.709288e+002	6.607606e+002	
5.676649e+002	5.673102e+002	5.671653e+002	
5.642611e+002	5.638578e+002	5.636931e+002	
6.702067e+002	6.702067e+002	6.702067e+002	
6.692731e+002	6.692731e+002	6.692731e+002	
6.770157e+002	6.770157e+002	6.770157e+002	
6.733090e+002	6.733090e+002	6.733090e+002	
6.708245e+002	6.708245e+002	6.708245e+002	
6.697725e+002	6.697725e+002	6.697725e+002	
6.717357e+002	6.717357e+002	6.717357e+002	
6.744582e+002	6.744582e+002	6.744582e+002	
6.794883e+002	6.794883e+002	6.794883e+002	
6.748607e+002	6.748607e+002	6.748607e+002	
5.963875e+002	5.963875e+002	5.963875e+002	
5.981764e+002	5.981764e+002	5.981764e+002	
5.710952e+002	5.710952e+002	5.710952e+002	
5.655291e+002	5.655291e+002	5.655291e+002	
5.647687e+002	5.647687e+002	5.647687e+002	
5.671601e+002	5.671601e+002	5.671601e+002	
5.743171e+002	5.743171e+002	5.743171e+002	
5.712048e+002	5.712048e+002	5.712048e+002	
5.699458e+002	5.699458e+002	5.699458e+002	
5.738169e+002	5.738169e+002	5.738169e+002	
2.938132e+002	2.768028e+002	2.698509e+002	
7.071232e+002	6.818590e+002	6.715337e+002	
3.650690e+002	3.467138e+002	3.392121e+002	
7.290411e+002	7.047222e+002	6.947829e+002	
5.130292e+002	4.994750e+002	4.939351e+002	
7.296575e+002	7.130502e+002	7.062626e+002	
4.765040e+002	4.517168e+002	4.415911e+002	
2.405153e+002	2.290161e+002	2.243203e+002	
4.130958e+002	3.910879e+002	3.821298e+002	
7.280585e+002	7.012638e+002	6.903509e+002	
3.208430e+002	3.015074e+002	2.936138e+002	
7.051108e+002	6.776035e+002	6.663746e+002	
2.453236e+002	2.280315e+002	2.209661e+002	
6.015822e+002	5.735728e+002	5.621290e+002	
5.656272e+002	5.656272e+002	5.656272e+002	
5.689550e+002	5.689550e+002	5.689550e+002	
5.634517e+002	5.634517e+002	5.634517e+002	
5.680614e+002	5.680614e+002	5.680614e+002	
5.650985e+002	5.650985e+002	5.650985e+002	
5.656533e+002	5.656533e+002	5.656533e+002	
5.700662e+002	5.700059e+002	5.699813e+002	
5.642317e+002	5.642317e+002	5.642317e+002	
7.004477e+002	7.004477e+002	7.004477e+002	
7.058691e+002	7.058691e+002	7.058691e+002	
6.959275e+002	6.959275e+002	6.959275e+002	
7.014589e+002	7.014589e+002	7.014589e+002	
7.006520e+002	7.006520e+002	7.006520e+002	
6.985794e+002	6.985794e+002	6.985794e+002	
7.081169e+002	7.081169e+002	7.081169e+002	
7.045959e+002	7.045959e+002	7.045959e+002	
7.002811e+002	7.002811e+002	7.002811e+002	
7.046746e+002	7.046746e+002	7.046746e+002	
7.043442e+002	7.043442e+002	7.043442e+002	
7.046561e+002	7.046561e+002	7.046561e+002	
5.623942e+002	5.623942e+002	5.623942e+002	
5.586691e+002	5.586691e+002	5.586691e+002	
5.659443e+002	5.659443e+002	5.659443e+002	
5.611074e+002	5.611074e+002	5.611074e+002	
5.589750e+002	5.589750e+002	5.589750e+002	
5.635903e+002	5.635903e+002	5.635903e+002	
5.594716e+002	5.594716e+002	5.594716e+002	
5.622341e+002	5.622341e+002	5.622341e+002	
4.283402e+002	4.133619e+002	4.072589e+002	
7.005734e+002	6.800204e+002	6.716422e+002	
2.802977e+002	2.638077e+002	2.570735e+002	
6.623521e+002	6.362657e+002	6.256105e+002	
4.689456e+002	4.447434e+002	4.348549e+002	
2.392173e+002	2.278340e+002	2.231837e+002	
