90 0.83 1.01 1.18 1.02 0.86 1.09 1.26 1.06
80 0.98 1.15 1.34 1.18 1.01 1.23 1.41 1.21
70 1.13 1.30 1.48 1.35 1.17 1.38 1.55 1.36
